mySQLProjectId	ownerLogin/projName	SOId	ghLogin	ghMySQLId	ghMongoDBId
1334	rails/rails	1097549	sishen	41285	11197
1334	rails/rails	660921	Carpetsmoker	109591	1032692
1334	rails/rails	85800	subbarao	98698	9062
1334	rails/rails	1023821	whilefalse	13334	95246
1334	rails/rails	2531506	tgxworld	1924346	4335742
1334	rails/rails	1347675	azimux	442098	17424
1334	rails/rails	661831	lucasts	259780	6397
1334	rails/rails	1630681	dracco	155824	208777
1334	rails/rails	859710	mhfs	158969	78422
1334	rails/rails	705560	wojtekmach	24110	76071
1334	rails/rails	26408	mmozuras	3655	54526
1334	rails/rails	1901729	raul	19370	2270
1334	rails/rails	1445184	lucascaton	74278	86755
1334	rails/rails	420791	mechanicles	126099	77895
1334	rails/rails	267705	idavemm	435094	-
1334	rails/rails	239965	balexand	85613	181187
1334	rails/rails	201804	joshk	4912	8701
1334	rails/rails	546283	mortice	9841	60826
1334	rails/rails	154907	nusco	120798	17791
1334	rails/rails	366782	bcardarella	32677	18524
1334	rails/rails	934186	dmitriy-kiriyenko	128118	124430
1334	rails/rails	365950	zubin	91663	9605
1334	rails/rails	319233	simi	15721	193936
1334	rails/rails	2236213	GRoguelon	47537	309354
1334	rails/rails	100213	tsdbrown	279181	84682
1334	rails/rails	226672	oscardelben	11875	3892
1334	rails/rails	12322	josiahivey	7753	34174
1334	rails/rails	861648	igas	48296	175652
1334	rails/rails	2278305	delwaterman	178368	70605
1334	rails/rails	322152	guyboltonking	318732	98294
1334	rails/rails	15245	radar	4896	2687
1334	rails/rails	474156	yaotti	159455	18807
1334	rails/rails	1232645	cgriego	3926	4805
1334	rails/rails	193267	christopherscott	73931	125866
1334	rails/rails	534380	saks	133532	99110
1334	rails/rails	354593	dalibor	4611	48384
1334	rails/rails	25226	chuyeow	164235	213
1334	rails/rails	132257	xpepermint	18548	174279
1334	rails/rails	195360	norman	6616	5042
1334	rails/rails	1728532	amaia	56913	8741
1334	rails/rails	1191308	chewi	12348	35072
1334	rails/rails	156533	joshuaflanagan	124811	81455
1334	rails/rails	33997	gnufied	17898	278
1334	rails/rails	2045355	chadmoone	92513	149477
1334	rails/rails	303083	cesario	438381	1927980
1334	rails/rails	107906	stevo	280228	138187
1334	rails/rails	496134	thoefer	164903	202410
1334	rails/rails	1547709	emilsoman	344345	1707078
1334	rails/rails	2144017	threedaymonk	31239	17347
1334	rails/rails	1380494	jrafanie	61158	19339
1334	rails/rails	258011	IFLBYJPP	115023	-
1334	rails/rails	336626	nashby	4609	200500
1334	rails/rails	304706	ndbroadbent	4608	139536
1334	rails/rails	808537	ai	119291	19343
1334	rails/rails	1938879	etipton	2388229	1596401
1334	rails/rails	260085	skorfmann	9887	136789
1334	rails/rails	754421	mariovisic	59747	112153
1334	rails/rails	405133	gaurish	72346	235844
1334	rails/rails	935129	laurocaetano	161634	611891
1334	rails/rails	871401	josepjaume	3940	111746
1334	rails/rails	525872	joliss	3941	524783
1334	rails/rails	721089	dalton	153895	12886
1334	rails/rails	6595	shtirlic	38728	74080
1334	rails/rails	329046	indrekj	91656	3438
1334	rails/rails	1147203	ganeshkumar	111047	160764
1334	rails/rails	199607	semaperepelitsa	9899	347921
1334	rails/rails	1092877	jbrowning	34823	123726
1334	rails/rails	499128	pfeiffer	17871	195925
1334	rails/rails	146100	lilibethdlc	243290	475814
1334	rails/rails	477403	amolpujari	152092	840214
1334	rails/rails	1422002	jcarlson	181358	57132
1334	rails/rails	886544	sbutler	877288	972216
1334	rails/rails	132053	jeremyevans	15750	3846
1334	rails/rails	638436	popepoopinpants	877285	-
1334	rails/rails	1011964	straydogstudio	91646	1423683
1334	rails/rails	260771	mcmire	166131	7371
1334	rails/rails	449311	juandebravo	59897	367029
1334	rails/rails	195897	nathansamson	73179	93735
1334	rails/rails	120138	baroquebobcat	53526	7378
1334	rails/rails	147390	schneems	7987	59744
1334	rails/rails	1280277	amenzhinsky	1410458	1308953
1334	rails/rails	581442	IPBTWPAS	765668	-
1334	rails/rails	1654735	aman199002	514916	-
1334	rails/rails	1429683	scambra	24538	20515
1334	rails/rails	480491	spaghetticode	108671	141220
1334	rails/rails	662985	dskang	169976	535248
1334	rails/rails	969751	jpkcambridge	938128	874683
1334	rails/rails	241212	thomas-mcdonald	11826	197928
1334	rails/rails	986282	flexoid	72117	335778
1334	rails/rails	876539	christos	164292	736
1334	rails/rails	473103	dreamfall	295074	332810
1334	rails/rails	465070	apotonick	49620	10406
1334	rails/rails	235243	lucisferre	24545	156449
1334	rails/rails	7126	tomafro	64971	1287
1334	rails/rails	2388479	eostrom	68052	8683
1334	rails/rails	601607	carsonreinke	173328	378481
1334	rails/rails	443297	Bodacious	142999	73998
1334	rails/rails	409016	dmitry	7974	5091
1334	rails/rails	592591	dpree	2695	165477
1334	rails/rails	868074	ricardohsd	115981	46654
1334	rails/rails	931934	thenickcox	284040	702327
1334	rails/rails	550060	amw	123991	29783
1334	rails/rails	1247540	AndreasWurm	44361	115934
1334	rails/rails	268581	dharmatech	487100	20816
1334	rails/rails	461974	softwaregravy	37221	426690
1334	rails/rails	1642661	jenrzzz	102667	172474
1334	rails/rails	223897	tsigo	162362	16124
1334	rails/rails	1297909	freegenie	123999	19538
1334	rails/rails	337644	elomarns	41612	13167
1334	rails/rails	22263	tdl	279797	415799
1334	rails/rails	1619414	gregmolnar	98101	752058
1334	rails/rails	1138945	paulca	42493	1229
1334	rails/rails	483851	oggy	4063	11112
1334	rails/rails	183497	bak	93748	6197
1334	rails/rails	337772	eloyesp	98618	173797
1334	rails/rails	898649	alexeymuranov	154788	712698
1334	rails/rails	885036	bricker	1232906	978899
1334	rails/rails	640016	miloops	190805	3359
1334	rails/rails	128351	Overbryd	17415	21111
1334	rails/rails	165041	anildigital	120819	266
1334	rails/rails	816987	pksunkara	17414	174703
1334	rails/rails	210716	ebeigarts	12193	8155
1334	rails/rails	1034223	dukex	600288	91538
1334	rails/rails	278757	jbbarth	51833	29363
1334	rails/rails	766923	shigeya	48545	69672
1334	rails/rails	104965	baversjo	389055	371678
1334	rails/rails	1633753	betesh	506229	-
1334	rails/rails	858144	AJ-Acevedo	881686	953092
1334	rails/rails	16829	rsim	26154	4736
1334	rails/rails	532369	fj	68099	57813
1334	rails/rails	95696	karmi	34180	4790
1334	rails/rails	1037216	shemerey	50924	31591
1334	rails/rails	590403	fuzzyalej	247620	675219
1334	rails/rails	39589	nakajima	7547	483
1334	rails/rails	62918	pitr	76170	102791
1334	rails/rails	737956	NoICE	190406	195891
1334	rails/rails	4787	neilmiddleton	7938	60786
1334	rails/rails	226201	git2samus	50579	146392
1334	rails/rails	401382	dxg	255647	227785
1334	rails/rails	1178074	ka8725	50932	243846
1334	rails/rails	256556	lest	4690	36079
1334	rails/rails	1219343	camsong	155316	948896
1334	rails/rails	1135874	printercu	649884	1144890
1334	rails/rails	214511	mrreynolds	12172	3011
1334	rails/rails	21788	dpickett	35216	1082
1334	rails/rails	1080290	xuanxu	27311	6528
1334	rails/rails	573	abyx	42460	114588
1334	rails/rails	446969	XYPOYRJO	936942	-
1334	rails/rails	1759754	erikstmartin	51809	50041
1334	rails/rails	799178	evtuhovich	122166	57614
1334	rails/rails	783851	holli	51401	100112
1334	rails/rails	310192	seamusabshere	5966	15787
1334	rails/rails	776871	diegoviola	63462	4371
1334	rails/rails	179380	xjlu	3704897	359310
1334	rails/rails	24817	steveklabnik	17141	27786
1334	rails/rails	96090	esad	151640	11807
1334	rails/rails	396793	Deradon	50904	385500
1334	rails/rails	236454	mattonrails	63469	66427
1334	rails/rails	2345479	rinaldifonseca	12185	191800
1334	rails/rails	688704	iaddict	27302	27787
1334	rails/rails	114780	daeltar	164467	9624
1334	rails/rails	54247	dolzenko	184178	43391
1334	rails/rails	145521	lawrencepit	22724	115
1334	rails/rails	1192374	vipulnsward	64341	567626
1334	rails/rails	534150	arthurnn	129693	833383
1334	rails/rails	387008	Draiken	128168	287889
1334	rails/rails	630578	ac7web	698176	-
1334	rails/rails	959833	mcrowe	26123	209362
1334	rails/rails	108857	docwhat	26122	40799
1334	rails/rails	960203	prijutme4ty	376214	814984
1334	rails/rails	1102975	luke-gru	17137	500554
1334	rails/rails	104450	luckydev	164939	290486
1334	rails/rails	107277	mhuggins	67453	169093
1334	rails/rails	402629	pothibo	200665	23230
1334	rails/rails	46643	benofsky	17451	83981
1334	rails/rails	344660	iainbeeston	17452	111963
1334	rails/rails	451914	buddhamagnet	7902	35007
1334	rails/rails	1924951	paneq	1150	65587
1334	rails/rails	235411	tilsammans	17456	14680
1334	rails/rails	636856	leandromaioral	82289	28310
1334	rails/rails	525821	HHRy	22730	11301
1334	rails/rails	514678	alexanderpine	146500	509593
1334	rails/rails	626833	jrgifford	64782	567771
1334	rails/rails	809290	mandrews	34644	120708
1334	rails/rails	710404	jc00ke	5980	18191
1334	rails/rails	749722	mmoss	88450	648160
1334	rails/rails	202392	jacobstr	8589	70507
1334	rails/rails	1434643	DevL	26398	201944
1334	rails/rails	275733	NZKoz	26392	197
1334	rails/rails	204015	jamis	26393	1627
1334	rails/rails	639946	lifo	26394	91
1334	rails/rails	767138	emachnic	5975	169018
1334	rails/rails	1445455	tobi	26395	347
1334	rails/rails	656992	dre3k	14057	412101
1334	rails/rails	365557	abonec	116624	240587
1334	rails/rails	454312	kares	22953	45967
1334	rails/rails	62368	knoopx	34656	100993
1334	rails/rails	73831	sudhirj	35256	21678
1334	rails/rails	291544	metaskills	17435	2381
1334	rails/rails	11521	seckar	877726	41155
1334	rails/rails	1587685	ryancw	2163053	1441140
1334	rails/rails	267705	davenup	2296235	1402642
1334	rails/rails	142489	avk	92185	28668
1334	rails/rails	1822844	dvsuresh	164912	246222
1334	rails/rails	858828	coop	35907	64469
1334	rails/rails	323384	slainer68	138224	12682
1334	rails/rails	56690	bjeanes	98821	2560
1334	rails/rails	252280	Godisemo	254222	847898
1334	rails/rails	993758	kytrinyx	25843	276834
1334	rails/rails	277736	dmajda	17434	18821
1334	rails/rails	636149	tchandy	35900	6090
1334	rails/rails	367371	sinisterchipmunk	45418	85851
1334	rails/rails	131320	mikeycgto	90180	82063
1334	rails/rails	3381	subdigital	45186	59140
1334	rails/rails	4142	nbfritz	376208	9850
1334	rails/rails	155486	richardiux	17427	37318
1334	rails/rails	532341	jhlllnd	237003	601007
1334	rails/rails	36170	drnic	5995	108
1334	rails/rails	86910	stephencelis	352	658
1334	rails/rails	642330	rnesius	991882	145514
1334	rails/rails	183419	slbug	150046	108694
1334	rails/rails	136558	choonkeat	171314	473
1334	rails/rails	30632	gabehollombe	17839	28283
1334	rails/rails	907258	tomekw	25656	198371
1334	rails/rails	745918	sleeper	190180	30812
1334	rails/rails	431396	yuki24	20577	386234
1334	rails/rails	454156	pmahoney	62222	103822
1334	rails/rails	223213	stevegraham	64484	18622
1334	rails/rails	178651	garysweaver	23519	92330
1334	rails/rails	259900	ksylvest	8118	73432
1334	rails/rails	973922	zzak	29128	277819
1334	rails/rails	220918	lucas-clemente	238855	918034
1334	rails/rails	2728317	simonoff	46998	14304
1334	rails/rails	1052091	releu	19490	348907
1334	rails/rails	624551	Intrepidd	115477	803765
1334	rails/rails	87298	nilbus	14189	64751
1334	rails/rails	1842747	mkozono	868342	2146011
1334	rails/rails	38765	agrimm	34312	20378
1334	rails/rails	967276	geemus	7483	4138
1334	rails/rails	699832	holodigm	218616	123986
1334	rails/rails	136870	skanev	120839	10382
1334	rails/rails	1446551	tkhr	1680333	1095842
1334	rails/rails	1461460	bencwilhelm	634547	947955
1334	rails/rails	248045	vitorbaptista	28749	76945
1334	rails/rails	725271	agios	607663	-
1334	rails/rails	440992	simonbaird	298882	17822
1334	rails/rails	295469	fredwu	216	31945
1334	rails/rails	42431	wvanbergen	8860	15870
1334	rails/rails	4590	jonnii	229691	2197
1334	rails/rails	1013031	igagnidz	212525	289754
1334	rails/rails	514786	assembler	20366	178890
1334	rails/rails	172901	rtlechow	132682	33073
1334	rails/rails	1393668	twinturbo	20162	48928
1334	rails/rails	747199	gjastrab	39708	15297
1334	rails/rails	311657	sunny	49035	132
1334	rails/rails	339614	stephenprater	27879	149870
1334	rails/rails	316545	jasonnoble	70618	22501
1334	rails/rails	612373	MDaubs	340833	127900
1334	rails/rails	100680	Lytol	254531	11248
1334	rails/rails	399	titanous	40011	13026
1334	rails/rails	1089294	underley	47326	58145
1334	rails/rails	895277	pcreux	115458	45299
1334	rails/rails	645607	larzconwell	48700	1316992
1334	rails/rails	511374	bopm	181026	95571
1334	rails/rails	574190	dtuite	12983	562403
1334	rails/rails	1063	icco	421	20201
1334	rails/rails	874870	armanddp	20802	6898
1334	rails/rails	867118	changs	577222	86694
1334	rails/rails	133012	rohit	14759	14514
1334	rails/rails	510112	igrigorik	2823	10652
1334	rails/rails	20011	mattwynne	157344	19260
1334	rails/rails	1389347	obrie	53215	6991
1334	rails/rails	1610268	JulianKniephoff	69552	123272
1334	rails/rails	97970	dallastaylor	452098	54482
1334	rails/rails	124108	BrentWheeldon	595133	764206
1334	rails/rails	275974	karlentwistle	426490	666397
1334	rails/rails	2118595	marsuboss	48717	5856
1334	rails/rails	1486115	CQOVTBXT	2598096	-
1334	rails/rails	693944	smartinez87	47350	83449
1334	rails/rails	1358528	ma2gedev	165475	952100
1334	rails/rails	943820	tomykaira	2244	789929
1334	rails/rails	794711	dim	53220	16614
1334	rails/rails	429758	prakashmurthy	53225	295689
1334	rails/rails	1432982	alexpls	86175	301630
1334	rails/rails	1126377	zoltankiss	48723	605009
1334	rails/rails	611889	brianp	111646	179134
1334	rails/rails	217371	adomokos	59319	80530
1334	rails/rails	125773	lazyatom	67072	145
1334	rails/rails	681076	guedes	30552	124772
1334	rails/rails	247638	ColinDKelley	355780	166511
1334	rails/rails	178850	tenderlove	129	3124
1334	rails/rails	1198260	mikehoward	70633	639851
1334	rails/rails	144913	tomstuart	8628	3192
1334	rails/rails	437506	kedarmhaswade	43399	50923
1334	rails/rails	345034	yxhuvud	995621	-
1334	rails/rails	41984	pjb3	167451	726
1334	rails/rails	45047	subwindow	137049	6236
1334	rails/rails	552160	dtrasbo	479387	111577
1334	rails/rails	122080	dmathieu	27843	9347
1334	rails/rails	32558	dougireton	188579	30452
1334	rails/rails	40313	toretore	120627	251
1334	rails/rails	838346	PikachuEXE	13270	1018543
1334	rails/rails	557368	rosenfeld	8338	32246
1334	rails/rails	334778	uberllama	257195	109640
1334	rails/rails	778085	mirceapricop	324919	721926
1334	rails/rails	877317	fcheung	35838	5927
1334	rails/rails	468361	grantneufeld	257194	7597
1334	rails/rails	1838219	Gaurav2728	165258	1284716
1334	rails/rails	1002285	acesuares	14110	2784
1334	rails/rails	844996	gnagno	20828	611863
1334	rails/rails	351638	kalys	74130	155511
1334	rails/rails	634977	sujoyg	621186	-
1334	rails/rails	230718	timsjoberg	462267	22320
1334	rails/rails	486952	parndt	2229	10128
1334	rails/rails	495384	alanzeino	162997	470797
1334	rails/rails	761921	stjhimy	63326	105491
1334	rails/rails	92049	sepastian	360890	14915
1334	rails/rails	451893	lazylester	530939	188651
1334	rails/rails	1065013	aderyabin	27828	88676
1334	rails/rails	1100925	robbkidd	47360	517302
1334	rails/rails	120434	andrew	465	1060
1334	rails/rails	266809	austinthecoder	499175	4664
1334	rails/rails	54500	freelancing-god	10647	4183
1334	rails/rails	2016721	CSVOWUGH	1614002	-
1334	rails/rails	338859	Envek	32355	264400
1334	rails/rails	539184	amatsuda	2094	11493
1334	rails/rails	224277	mattfawcett	145763	15778
1334	rails/rails	73397	travisp	259664	165698
1334	rails/rails	782004	dazuma	11016	8911
1334	rails/rails	497756	mpapis	11295	48054
1334	rails/rails	28451	codeodor	53674	23479
1334	rails/rails	26702	telemachus	61057	62958
1334	rails/rails	443657	paulodeon	497607	29513
1334	rails/rails	61130	johnpaulashenfelter	86141	19890
1334	rails/rails	837389	jamesyang124	2113367	1164159
1334	rails/rails	852117	hukl	10161	25157
1334	rails/rails	884740	greggroth	36380	903365
1334	rails/rails	517868	JuanitoFatas	73549	1000669
1334	rails/rails	1071999	yoazt	2384228	969026
1334	rails/rails	847857	tomkadwill	434047	907365
1334	rails/rails	199806	elliterate	192832	6326
1334	rails/rails	1090208	jnormore	67833	1075591
1334	rails/rails	1362281	czarneckid	28191	72727
1334	rails/rails	433890	docunext	116499	110777
1334	rails/rails	615276	stefanpenner	24204	1377
1334	rails/rails	7434	rubymaverick	24590	534
1334	rails/rails	62082	BinaryMuse	36779	189606
1334	rails/rails	31407	jrom	27418	9952
1334	rails/rails	46973	maveonair	23318	426412
1334	rails/rails	543842	icem	962215	-
1334	rails/rails	155358	bquorning	27416	22333
1334	rails/rails	198172	schovi	106415	11453
1334	rails/rails	385091	mipearson	59548	97317
1334	rails/rails	1456502	zuhao	66383	681699
1334	rails/rails	291739	joelmoss	11918	4614
1334	rails/rails	390080	haydn	449701	27211
1334	rails/rails	377549	jeyb	55312	142833
1334	rails/rails	73825	jamescook	10673	4067
1334	rails/rails	41221	chriseppstein	6189	1839
1334	rails/rails	994	simonjefford	74620	136
1334	rails/rails	143243	deivid-rodriguez	1245444	2887858
1334	rails/rails	1507328	silasj	591576	1761481
1334	rails/rails	551839	winston	93974	2112
1334	rails/rails	275339	plashchynski	46903	30833
1334	rails/rails	905910	tonywok	114939	62091
1334	rails/rails	295607	gja	74614	34746
1334	rails/rails	1695449	sadjow	168714	177525
1334	rails/rails	401510	sidonath	68224	15397
1334	rails/rails	550226	frankieroberto	145906	30665
1334	rails/rails	1261323	tamird	36792	1535036
1334	rails/rails	802132	fxn	8174	3387
1334	rails/rails	513554	kuroda	53681	5565
1334	rails/rails	154399	dv	204781	44360
1334	rails/rails	672809	matthewrudy	24024	8659
1334	rails/rails	766489	alexandrz	8171	81225
1334	rails/rails	1040432	rodrigoflores	8170	51603
1334	rails/rails	263425	roytomeij	9035	99994
1334	rails/rails	1848	danielfone	255132	43041
1334	rails/rails	887972	soulim	83681	2370
1334	rails/rails	314860	yahonda	8177	73684
1334	rails/rails	77438	tehgeekmeister	142109	114833
1334	rails/rails	307106	jrochkind	73259	149304
1334	rails/rails	218753	jhllnd	12561	601007
1334	rails/rails	16035	workmad3	46952	162987
1334	rails/rails	167019	zenprogrammer	356818	103835
1334	rails/rails	17174	SamSaffron	35619	5213
1334	rails/rails	405865	fphilipe	66746	128151
1334	rails/rails	1026263	jamiejackson	606115	479475
1334	rails/rails	396373	stevecj	259364	388671
1334	rails/rails	392856	davidcelis	8160	36873
